recv_time sog lng lat
2017-02-11 18:57:40 0 121.063636 31.79625
2017-02-11 18:57:46 0 121.063636 31.796243
2017-02-11 18:57:53 0 121.063636 31.796238
2017-02-11 18:58:02 0 121.06364 31.796236
2017-02-11 18:58:12 0 121.063641 31.796241
2017-02-12 01:34:13 0 121.063638 31.796203
2017-02-12 01:34:20 0 121.063638 31.796203
2017-02-12 01:34:27 0 121.063641 31.796206
2017-02-12 01:34:33 0 121.063636 31.796206
2017-02-12 01:34:39 0 121.063638 31.796206
2017-02-12 01:34:47 0 121.06364 31.796208
2017-02-12 01:34:54 0 121.063641 31.796203
2017-02-12 01:35:04 0 121.063643 31.796196
2017-02-12 01:35:12 0 121.063645 31.796193
2017-02-12 01:35:18 0 121.063645 31.796191
2017-02-12 01:35:26 0 121.063645 31.79619
2017-02-12 01:35:33 0 121.063645 31.796188
2017-02-12 01:35:39 0 121.063646 31.796191
2017-02-12 01:35:45 0 121.063645 31.796191
2017-02-12 01:35:52 0 121.06364 31.796191
2017-02-12 01:36:00 0 121.063635 31.796193
2017-02-12 01:36:08 0 121.063641 31.7962
2017-02-12 06:27:59 0 121.06366 31.796223
2017-02-12 06:28:17 0 121.063673 31.796228
2017-02-12 06:28:47 0 121.063671 31.796233
2017-02-12 06:28:58 0 121.063663 31.79624
2017-02-12 06:29:18 0 121.063658 31.796253
2017-02-12 06:29:37 0 121.063661 31.796245
2017-02-12 06:29:47 0 121.063673 31.796238
2017-02-12 06:29:57 0 121.063665 31.796235
2017-02-12 06:30:17 0 121.063665 31.796228
2017-02-12 06:30:27 0 121.063663 31.796226
2017-02-12 06:30:58 0 121.063655 31.796226
2017-02-12 06:31:06 0 121.063658 31.796223
2017-02-12 06:31:18 0 121.063651 31.796223
2017-02-12 06:31:28 0 121.063655 31.796226
2017-02-12 19:25:38 0 121.063648 31.7962
2017-02-12 19:25:52 0 121.063635 31.796208
2017-02-12 19:26:03 0 121.063643 31.796203
2017-02-12 19:26:10 0 121.063646 31.796201
2017-02-12 19:26:17 0 121.063648 31.796201
2017-02-12 19:26:23 0 121.063645 31.796205
2017-02-12 19:26:29 0 121.063653 31.796213
2017-02-12 19:26:36 0 121.06365 31.796223
2017-02-12 19:26:42 0 121.063645 31.796231
2017-02-12 19:26:48 0 121.063638 31.79624
2017-02-12 19:26:54 0 121.063638 31.79624
2017-02-12 19:27:00 0 121.063636 31.796243
2017-02-12 19:27:07 0 121.063633 31.796241
2017-02-12 19:27:15 0 121.063646 31.79623
2017-02-12 19:27:23 0 121.063658 31.796216
2017-02-12 19:27:29 0 121.063673 31.796213
2017-02-12 19:27:35 0 121.063676 31.796215
2017-02-12 19:57:45 0 121.063646 31.796191
2017-02-12 19:57:51 0 121.063646 31.796188
2017-02-12 19:58:00 0 121.063655 31.796178
2017-02-12 19:58:11 0 121.063665 31.7962
2017-02-12 19:58:22 0 121.06368 31.79617
2017-02-12 19:58:32 0 121.063685 31.79615
2017-02-12 19:58:40 0 121.06369 31.79616
2017-02-12 19:58:48 0 121.063685 31.796176
2017-02-12 19:58:55 0 121.063678 31.796181
2017-02-12 19:59:04 0 121.063661 31.796188
2017-02-12 19:59:12 0 121.063648 31.796188
2017-02-12 19:59:20 0 121.063645 31.79618
2017-02-12 19:59:30 0 121.063661 31.796176
2017-02-12 19:59:36 0 121.06368 31.796176
2017-02-12 19:59:46 0 121.063671 31.796191
2017-02-12 20:08:04 0 121.063666 31.796178
2017-02-12 20:08:10 0 121.063673 31.796176
2017-02-12 20:08:16 0 121.063678 31.79618
2017-02-12 20:08:22 0 121.063685 31.796183
2017-02-12 20:08:32 0 121.06368 31.796183
2017-02-12 20:08:39 0 121.063668 31.796188
2017-02-12 20:08:46 0 121.06366 31.79619
2017-02-12 20:08:54 0 121.063656 31.796181
2017-02-12 20:09:00 0 121.063653 31.796181
2017-02-12 20:09:10 0 121.063658 31.796181
2017-02-12 20:09:16 0 121.06366 31.796185
2017-02-12 20:09:22 0 121.063663 31.796183
2017-02-12 20:09:28 0 121.063665 31.796188
2017-02-12 20:09:34 0 121.063661 31.796191
2017-02-12 20:09:41 0 121.063668 31.7962
2017-02-12 20:09:51 0 121.063676 31.79621
2017-02-12 20:09:58 0 121.06369 31.796225
2017-02-13 03:49:59 0 121.063643 31.796218
2017-02-13 03:50:05 0 121.063645 31.796225
2017-02-13 03:50:12 0 121.063656 31.796221
2017-02-13 03:50:18 0 121.063668 31.79622
2017-02-13 03:50:27 0 121.063666 31.796225
2017-02-13 03:50:34 0 121.06366 31.796221
2017-02-13 03:50:42 0 121.063658 31.796226
2017-02-13 03:50:50 0 121.063655 31.79623
2017-02-13 03:50:56 0 121.063653 31.796231
2017-02-13 03:51:02 0 121.063653 31.79622
2017-02-13 03:51:08 0 121.063656 31.796228
2017-02-13 03:51:16 0 121.063658 31.79624
2017-02-13 03:51:26 0 121.06363 31.796246
2017-02-13 03:51:32 0 121.063621 31.796248
2017-02-13 03:51:38 0 121.063618 31.796251
2017-02-13 03:51:45 0 121.063623 31.796255
2017-02-13 03:51:52 0 121.063631 31.796258
2017-02-13 05:39:03 0 121.063645 31.796228
2017-02-13 05:39:13 0 121.06365 31.79624
2017-02-13 05:39:23 0 121.063653 31.796226
2017-02-13 05:39:33 0 121.063673 31.796216
2017-02-13 05:39:43 0 121.063676 31.796221
2017-02-13 05:39:54 0 121.063645 31.796231
2017-02-13 05:40:03 0 121.063653 31.796213
2017-02-13 05:40:22 0 121.063648 31.796216
2017-02-13 05:40:33 0 121.063655 31.796218
2017-02-13 05:40:43 0 121.063641 31.796241
2017-02-13 05:40:54 0 121.06365 31.796238
2017-02-13 05:41:04 0 121.063646 31.796221
2017-02-13 05:41:14 0 121.06365 31.796213
2017-02-13 05:41:22 0 121.063643 31.79622
2017-02-13 05:41:43 0 121.063643 31.796216
2017-02-13 05:41:54 0 121.063646 31.796216
2017-02-13 05:42:03 0 121.06365 31.796215
2017-02-13 05:42:14 0 121.06366 31.796213
2017-02-13 05:42:43 0 121.063656 31.796213
2017-02-13 07:52:49 0 121.063655 31.796195
2017-02-13 07:53:08 0 121.063646 31.796201
2017-02-13 07:53:18 0 121.06364 31.796215
2017-02-13 07:53:28 0 121.063646 31.796226
2017-02-13 07:53:38 0 121.063636 31.79623
2017-02-13 07:53:49 0 121.063638 31.796225
2017-02-13 07:54:08 0 121.063656 31.796216
2017-02-13 07:54:18 0 121.063668 31.796193
2017-02-13 07:54:29 0 121.063676 31.796195
2017-02-13 07:54:38 0 121.063668 31.796208
2017-02-13 07:54:49 0 121.063668 31.796221
2017-02-13 07:55:00 0 121.063668 31.796225
2017-02-13 07:55:08 0 121.063658 31.79622
2017-02-13 07:55:18 0 121.063651 31.796215
2017-02-13 07:55:29 0 121.063621 31.796218
2017-02-13 07:55:39 0 121.063611 31.796208
2017-02-13 07:55:49 0 121.063606 31.796208
2017-02-13 07:56:01 0 121.063615 31.796226
2017-02-13 07:56:08 0 121.063611 31.796236
2017-02-13 07:56:18 0 121.063606 31.79624
2017-02-13 07:56:38 0 121.06361 31.796221
2017-02-13 07:56:59 0 121.063666 31.796195
2017-02-13 07:57:28 0 121.063638 31.796185
2017-02-13 07:57:38 0 121.063616 31.79619
2017-02-13 07:57:49 0 121.06362 31.796203
2017-02-13 07:58:00 0 121.063625 31.796213
2017-02-13 08:10:17 0 121.06364 31.796235
2017-02-13 08:10:26 0 121.063641 31.79623
2017-02-13 08:10:37 0 121.063653 31.796216
2017-02-13 08:10:48 0 121.063673 31.796211
2017-02-13 08:10:57 0 121.06367 31.796211
2017-02-13 08:11:07 0 121.063671 31.79622
2017-02-13 08:11:37 0 121.063638 31.796225
2017-02-13 08:11:47 0 121.063645 31.796213
2017-02-13 08:11:58 0 121.063651 31.79622
2017-02-13 08:12:08 0 121.063655 31.79623
2017-02-13 08:12:16 0 121.06367 31.796228
2017-02-13 08:12:26 0 121.063678 31.796223
2017-02-13 08:12:38 0 121.063683 31.796223
2017-02-13 08:12:47 0 121.063663 31.79623
2017-02-13 08:12:56 0 121.063656 31.796233
2017-02-13 08:13:07 0 121.063651 31.796236
2017-02-13 08:13:16 0 121.063655 31.796228
2017-02-13 08:13:27 0 121.063653 31.79622
2017-02-13 08:13:37 0 121.06364 31.796218
2017-02-13 08:13:48 0 121.063618 31.796218
2017-02-13 08:13:56 0 121.0636 31.79622
2017-02-13 08:14:07 0 121.06359 31.796211
2017-02-13 08:14:17 0 121.06359 31.79621
2017-02-13 08:14:26 0 121.0636 31.796215
2017-02-13 08:14:47 0 121.063626 31.796215
2017-02-13 08:14:57 0 121.063636 31.79621
2017-02-13 08:15:07 0 121.063633 31.796223
2017-02-13 08:15:18 0 121.06363 31.796233
2017-02-13 08:15:26 0 121.06364 31.796228
2017-02-13 08:15:38 0 121.063635 31.796218
2017-02-13 08:15:48 0 121.063626 31.796213
2017-02-13 08:16:08 0 121.063613 31.796205
2017-02-13 08:16:17 0 121.063608 31.796191
2017-02-13 08:16:27 0 121.063618 31.7962
2017-02-13 08:16:38 0 121.063618 31.796201
2017-02-13 08:16:49 0 121.063613 31.796205
2017-02-13 08:16:58 0 121.063605 31.796215
2017-02-13 08:17:37 0 121.063625 31.796236
2017-02-13 08:17:48 0 121.063636 31.796231
2017-02-13 08:18:08 0 121.063656 31.796223
2017-02-13 08:18:18 0 121.06365 31.79623
2017-02-13 08:18:27 0 121.063641 31.796233
2017-02-13 08:18:37 0 121.063638 31.796223
2017-02-13 08:18:47 0 121.063636 31.796211
2017-02-13 08:18:58 0 121.063641 31.796213
2017-02-13 08:19:07 0 121.063645 31.796215
2017-02-13 08:19:28 0 121.063643 31.796211
2017-02-13 08:19:38 0 121.063646 31.79621
2017-02-13 08:19:48 0 121.063655 31.796205
2017-02-13 08:19:57 0 121.063665 31.796198
2017-02-13 08:20:07 0 121.063651 31.796221
2017-02-13 08:20:18 0 121.063646 31.796231
2017-02-13 08:20:26 0 121.063646 31.796228
2017-02-13 08:20:37 0 121.063646 31.796231
2017-02-13 08:20:47 0 121.063638 31.796231
2017-02-13 08:21:08 0 121.06363 31.796228
2017-02-13 08:21:27 0 121.063628 31.79622
2017-02-13 08:21:38 0 121.063638 31.796201
2017-02-13 08:21:48 0 121.06366 31.796203
2017-02-13 08:22:18 0 121.063658 31.796226
2017-02-13 08:22:27 0 121.063648 31.796233
2017-02-13 08:22:37 0 121.063656 31.796236
2017-02-13 08:22:49 0 121.06366 31.796223
2017-02-13 08:22:57 0 121.063658 31.79622
2017-02-13 08:23:08 0 121.063653 31.796228
2017-02-13 08:23:18 0 121.063655 31.796233
2017-02-13 08:23:26 0 121.063661 31.796231
2017-02-13 08:23:36 0 121.063665 31.796223
2017-02-13 08:23:48 0 121.063666 31.796231
2017-02-13 08:23:57 0 121.063675 31.79623
2017-02-13 08:24:07 0 121.063683 31.796213
2017-02-13 08:24:27 0 121.063661 31.796226
2017-02-13 08:24:36 0 121.063658 31.796228
2017-02-13 08:24:48 0 121.063655 31.79622
2017-02-13 08:24:59 0 121.063645 31.796216
2017-02-13 08:25:07 0 121.063638 31.79622
2017-02-13 08:25:37 0 121.06364 31.796246
2017-02-13 08:25:47 0 121.063656 31.796235
2017-02-13 08:25:57 0 121.063651 31.796236
2017-02-13 08:26:17 0 121.063631 31.79625
2017-02-13 08:26:37 0 121.063641 31.796241
2017-02-13 08:27:08 0 121.063668 31.796238
2017-02-13 08:27:18 0 121.063665 31.796228
2017-02-13 08:27:28 0 121.063655 31.79622
2017-02-13 08:27:38 0 121.063656 31.796216
2017-02-13 08:27:49 0 121.063676 31.796216
2017-02-13 08:27:59 0 121.063678 31.796218
2017-02-13 08:28:07 0 121.063686 31.796225
2017-02-13 08:28:19 0 121.063696 31.79621
2017-02-13 08:28:37 0 121.063686 31.796201
2017-02-13 08:28:48 0 121.063665 31.796218
2017-02-13 08:28:59 0 121.063666 31.79622
2017-02-13 08:29:08 0 121.063668 31.796215
2017-02-13 08:29:28 0 121.063665 31.79623
2017-02-13 08:29:37 0 121.063673 31.79623
2017-02-13 08:29:49 0 121.063676 31.796236
2017-02-13 08:29:59 0 121.063678 31.796225
2017-02-13 08:30:17 0 121.063693 31.796235
2017-02-13 08:30:28 0 121.06369 31.796238
2017-02-13 08:30:38 0 121.063685 31.796228
2017-02-13 08:30:58 0 121.063686 31.796223
2017-02-13 08:31:09 0 121.06368 31.796221
2017-02-13 08:31:27 0 121.063671 31.796206
2017-02-13 08:31:47 0 121.06369 31.796215
2017-02-13 08:31:58 0 121.063681 31.796215
2017-02-13 08:32:38 0 121.063626 31.796215
2017-02-13 08:32:47 0 121.06365 31.796201
2017-02-13 08:32:59 0 121.063671 31.7962
2017-02-13 08:33:08 0 121.063671 31.796206
2017-02-13 08:33:17 0 121.063675 31.796213
2017-02-13 08:33:28 0 121.063675 31.796203
2017-02-13 08:33:37 0 121.063683 31.796195
2017-02-13 08:33:47 0 121.063691 31.796188
2017-02-13 08:33:58 0 121.063686 31.79619
2017-02-13 08:34:17 0 121.063671 31.796196
2017-02-13 08:34:28 0 121.063663 31.796218
2017-02-13 08:34:37 0 121.063661 31.796228
2017-02-13 08:34:47 0 121.063678 31.796226
2017-02-13 08:34:57 0 121.063683 31.796218
2017-02-13 08:35:18 0 121.063655 31.796221
2017-02-13 08:35:28 0 121.06365 31.796231
2017-02-13 08:35:47 0 121.063681 31.79623
2017-02-13 08:35:58 0 121.063681 31.796223
2017-02-13 08:36:09 0 121.063655 31.796208
2017-02-13 08:36:18 0 121.063651 31.796206
2017-02-13 08:36:34 0 121.063661 31.79621
2017-02-13 08:36:50 0 121.063678 31.796218
2017-02-13 08:36:58 0 121.063671 31.796223
2017-02-13 08:37:05 0 121.063656 31.796225
2017-02-13 08:37:11 0 121.063648 31.796225
2017-02-13 08:37:18 0 121.063633 31.796226
2017-02-13 08:37:25 0 121.063631 31.796221
2017-02-13 08:37:31 0 121.063633 31.796216
2017-02-13 08:37:38 0 121.063645 31.796218
2017-02-13 08:37:44 0 121.063653 31.796223
2017-02-13 08:37:50 0 121.063665 31.796226
2017-02-13 08:37:57 0 121.063671 31.79623
2017-02-13 08:38:04 0 121.06367 31.796235
2017-02-13 08:38:12 0 121.063665 31.796233
2017-02-13 08:38:19 0 121.06366 31.796226
2017-02-13 08:38:30 0 121.063661 31.796218
2017-02-13 08:38:36 0 121.063663 31.796215
2017-02-13 08:38:45 0 121.06366 31.796218
2017-02-13 08:38:52 0 121.06364 31.796216
2017-02-13 08:38:59 0 121.063643 31.79622
2017-02-13 08:39:06 0 121.06365 31.796216
2017-02-13 08:39:13 0 121.063655 31.796208
2017-02-13 08:39:19 0 121.063661 31.796206
2017-02-13 08:39:26 0 121.063666 31.796216
2017-02-13 08:39:34 0 121.06367 31.796226
2017-02-13 08:39:44 0 121.063668 31.796226
2017-02-13 08:39:50 0 121.06366 31.796225
2017-02-13 08:39:56 0 121.063651 31.796221
2017-02-13 08:40:20 0 121.063653 31.7962
2017-02-13 08:40:29 0 121.063666 31.79621
2017-02-13 08:40:50 0 121.063666 31.796221
2017-02-13 08:40:59 0 121.06366 31.796215
2017-02-13 08:41:11 0 121.063665 31.796216
2017-02-13 08:41:40 0 121.063656 31.796203
2017-02-13 08:41:49 0 121.063665 31.796201
2017-02-13 08:42:00 0 121.063663 31.796198
2017-02-13 08:42:10 0 121.063678 31.796201
2017-02-13 08:42:31 0 121.063678 31.796186
2017-02-13 08:42:40 0 121.063681 31.796183
2017-02-13 08:42:50 0 121.063676 31.79618
2017-02-13 08:43:00 0 121.063675 31.796186
2017-02-13 08:43:20 0 121.063676 31.796196
2017-02-13 08:43:30 0 121.063661 31.79622
2017-02-13 08:43:40 0 121.063651 31.796233
2017-02-13 08:43:51 0 121.06364 31.796221
2017-02-13 08:44:01 0 121.06363 31.796208
2017-02-13 08:44:10 0 121.06363 31.796198
2017-02-13 08:44:20 0 121.063628 31.796195
2017-02-13 08:44:29 0 121.063635 31.796206
2017-02-13 08:44:40 0 121.063643 31.796215
2017-02-13 08:44:51 0 121.06365 31.796218
2017-02-13 08:45:01 0 121.063641 31.796206
2017-02-13 08:45:11 0 121.06364 31.796206
2017-02-13 08:45:20 0 121.063638 31.796205
2017-02-13 08:45:29 0 121.06364 31.7962
2017-02-13 08:45:40 0 121.063653 31.796206
2017-02-13 08:46:10 0 121.063698 31.796213
2017-02-13 08:46:29 0 121.063693 31.796213
2017-02-13 08:46:40 0 121.063668 31.796221
2017-02-13 08:46:50 0 121.063661 31.796215
2017-02-13 08:47:20 0 121.06367 31.79621
2017-02-13 08:47:29 0 121.063673 31.79622
2017-02-13 08:47:39 0 121.063675 31.796228
2017-02-13 08:48:10 0 121.063671 31.796223
2017-02-13 08:48:29 0 121.063671 31.79622
2017-02-13 08:48:39 0 121.063665 31.796225
2017-02-13 08:49:00 0 121.063678 31.796228
2017-02-13 08:49:20 0 121.063698 31.796211
2017-02-13 08:49:30 0 121.0637 31.796216
2017-02-13 08:49:39 0 121.0637 31.796215
2017-02-13 08:49:51 0 121.06369 31.796215
2017-02-13 08:50:20 0 121.063696 31.79623
2017-02-13 08:50:28 0 121.063691 31.79623
2017-02-13 08:50:39 0 121.063685 31.796228
2017-02-13 08:50:50 0 121.063673 31.796218
2017-02-13 08:51:49 0 121.063678 31.796215
2017-02-13 08:51:59 0 121.063685 31.796211
2017-02-13 08:52:11 0 121.063675 31.796201
2017-02-13 08:52:30 0 121.063676 31.796203
2017-02-13 08:52:50 0 121.063653 31.796231
2017-02-13 08:52:59 0 121.063656 31.796236
2017-02-13 08:53:10 0 121.063661 31.796231
2017-02-13 08:53:20 0 121.063673 31.796226
2017-02-13 08:53:40 0 121.063673 31.796225
2017-02-13 08:53:51 0 121.063671 31.796216
2017-02-13 08:53:59 0 121.063676 31.796215
2017-02-13 08:54:20 0 121.063656 31.796201
2017-02-13 08:54:29 0 121.063656 31.796193
2017-02-13 08:54:41 0 121.063663 31.7962
2017-02-13 08:54:50 0 121.06365 31.796216
2017-02-13 08:55:00 0 121.063641 31.796225
2017-02-13 08:55:10 0 121.063643 31.79622
2017-02-13 08:55:19 0 121.063646 31.796211
2017-02-13 08:55:51 0 121.063646 31.796203
2017-02-13 08:55:59 0 121.063645 31.796198
2017-02-13 08:56:11 0 121.063641 31.796193
2017-02-13 08:56:19 0 121.063641 31.7962
2017-02-13 08:56:39 0 121.06365 31.796218
2017-02-13 08:56:51 0 121.06365 31.796216
2017-02-13 08:57:19 0 121.063663 31.796195
2017-02-13 08:57:30 0 121.063666 31.796201
2017-02-13 08:57:39 0 121.063673 31.796203
2017-02-13 08:57:51 0 121.063681 31.796195
2017-02-13 08:58:10 0 121.063656 31.796215
2017-02-13 08:58:18 0 121.06364 31.796205
2017-02-13 08:59:09 0 121.063676 31.796213
2017-02-13 08:59:19 0 121.063688 31.796206
2017-02-13 08:59:30 0 121.063703 31.796211
2017-02-13 08:59:41 0 121.063718 31.796221
2017-02-13 08:59:48 0 121.063711 31.796225
2017-02-13 09:00:01 0 121.063691 31.796221
2017-02-13 09:00:29 0 121.063661 31.796196
2017-02-13 09:00:48 0 121.063668 31.796198
2017-02-13 09:01:00 0 121.063673 31.796208
2017-02-13 09:01:20 0 121.063651 31.796203
2017-02-13 09:01:39 0 121.063648 31.796203
2017-02-13 09:01:48 0 121.063643 31.79621
2017-02-13 09:02:00 0 121.063638 31.79622
2017-02-13 09:02:20 0 121.063638 31.796238
2017-02-13 09:02:30 0 121.063648 31.796245
2017-02-13 09:02:39 0 121.063648 31.79624
2017-02-13 09:02:49 0 121.063643 31.796226
2017-02-13 09:03:20 0 121.063671 31.796216
2017-02-13 09:03:29 0 121.063681 31.796218
2017-02-13 09:03:39 0 121.063695 31.796223
2017-02-13 09:03:50 0 121.0637 31.796216
2017-02-13 09:04:10 0 121.063693 31.796211
2017-02-13 09:04:19 0 121.063693 31.796201
2017-02-13 09:04:39 0 121.0637 31.796206
2017-02-13 09:04:51 0 121.063715 31.796208
2017-02-13 09:04:58 0 121.063703 31.79621
2017-02-13 09:05:10 0 121.063685 31.796211
2017-02-13 09:05:19 0 121.063673 31.796216
2017-02-13 09:05:51 0 121.063661 31.796213
2017-02-13 09:05:59 0 121.063665 31.796215
2017-02-13 09:06:10 0 121.063678 31.796221
2017-02-13 09:06:18 0 121.063683 31.796226
2017-02-13 09:06:30 0 121.063675 31.796231
2017-02-13 09:06:59 0 121.063656 31.796211
2017-02-13 09:07:18 0 121.063663 31.7962
2017-02-13 09:07:38 0 121.063666 31.796183
2017-02-13 09:07:59 0 121.063663 31.796188
2017-02-13 09:08:18 0 121.063643 31.796203
2017-02-13 09:08:30 0 121.063621 31.796213
2017-02-13 09:08:41 0 121.063618 31.796216
2017-02-13 09:08:59 0 121.063631 31.796206
2017-02-13 09:09:10 0 121.063638 31.796208
2017-02-13 09:09:19 0 121.063635 31.796213
2017-02-13 09:09:30 0 121.063631 31.796225
2017-02-13 09:09:40 0 121.063633 31.796223
2017-02-13 09:09:49 0 121.063641 31.796223
2017-02-13 09:10:00 0 121.063653 31.796218
2017-02-13 09:10:19 0 121.06367 31.7962
2017-02-13 09:10:30 0 121.063661 31.796213
2017-02-13 09:10:48 0 121.06365 31.796233
2017-02-13 09:11:09 0 121.063633 31.796213
2017-02-13 09:11:19 0 121.06363 31.796205
2017-02-13 09:11:29 0 121.063638 31.796211
2017-02-13 09:11:40 0 121.063651 31.796218
2017-02-13 09:11:49 0 121.063661 31.796223
2017-02-13 09:12:09 0 121.063651 31.796225
2017-02-13 09:12:19 0 121.063653 31.796226
2017-02-13 09:12:29 0 121.063666 31.796228
2017-02-13 09:12:40 0 121.063691 31.79622
2017-02-13 09:12:49 0 121.063706 31.796203
2017-02-13 09:13:09 0 121.063706 31.796193
2017-02-13 09:13:20 0 121.063711 31.796198
2017-02-13 09:13:29 0 121.063708 31.796195
2017-02-13 09:13:39 0 121.063718 31.796198
2017-02-13 09:13:49 0 121.06371 31.796201
2017-02-13 09:14:20 0 121.063673 31.796191
2017-02-13 09:14:29 0 121.063668 31.7962
2017-02-13 09:14:48 0 121.063706 31.796213
2017-02-13 09:15:01 0 121.06372 31.79622
2017-02-13 09:15:20 0 121.063678 31.796211
2017-02-13 09:15:29 0 121.06366 31.796208
2017-02-13 09:15:49 0 121.063661 31.796211
2017-02-13 09:15:59 0 121.063653 31.796215
2017-02-13 09:16:10 0 121.063668 31.796221
2017-02-13 09:16:19 0 121.063673 31.796225
2017-02-13 09:17:09 0 121.063695 31.796198
2017-02-13 09:17:20 0 121.063698 31.796193
2017-02-13 09:17:31 0 121.063705 31.796201
2017-02-13 09:18:00 0 121.06368 31.79623
2017-02-13 09:18:09 0 121.063665 31.79623
2017-02-13 09:18:20 0 121.063666 31.796226
2017-02-13 09:18:30 0 121.063673 31.796216
2017-02-13 09:18:41 0 121.063663 31.796208
2017-02-13 09:19:01 0 121.063646 31.796225
2017-02-13 09:19:10 0 121.063653 31.796231
2017-02-13 09:19:40 0 121.06367 31.796233
2017-02-13 09:19:49 0 121.063673 31.796233
2017-02-13 09:20:00 0 121.063671 31.796215
2017-02-13 09:20:09 0 121.063671 31.7962
2017-02-13 09:20:30 0 121.063671 31.79621
2017-02-13 09:20:41 0 121.063673 31.796215
2017-02-13 09:20:49 0 121.063668 31.796213
2017-02-13 09:21:00 0 121.06367 31.796215
2017-02-13 09:21:30 0 121.06367 31.7962
2017-02-13 09:21:40 0 121.063671 31.796206
2017-02-13 09:21:50 0 121.063673 31.7962
2017-02-13 09:22:00 0 121.063671 31.796191
2017-02-13 09:22:08 0 121.063676 31.79619
2017-02-13 09:22:20 0 121.063676 31.796193
2017-02-13 09:22:30 0 121.063688 31.796208
2017-02-13 09:22:40 0 121.063696 31.796213
2017-02-13 09:22:50 0 121.063698 31.796213
2017-02-13 09:23:00 0 121.063691 31.796201
2017-02-13 09:23:20 0 121.063701 31.79619
2017-02-13 09:23:30 0 121.0637 31.796183
2017-02-13 09:23:41 0 121.063681 31.796203
2017-02-13 09:23:49 0 121.06367 31.796216
2017-02-13 09:24:00 0 121.063671 31.796231
2017-02-13 09:24:20 0 121.06368 31.796223
2017-02-13 09:24:29 0 121.063691 31.796213
2017-02-13 09:24:49 0 121.063666 31.796216
2017-02-13 09:25:01 0 121.06366 31.796218
2017-02-13 09:25:09 0 121.063663 31.796221
2017-02-13 09:25:19 0 121.063666 31.796215
2017-02-13 09:25:30 0 121.06367 31.796218
2017-02-13 09:25:49 0 121.063655 31.796233
2017-02-13 09:26:00 0 121.063648 31.796233
2017-02-13 09:26:39 0 121.06368 31.796211
2017-02-13 09:26:48 0 121.063696 31.79621
2017-02-13 09:27:01 0 121.063703 31.796205
2017-02-13 09:27:09 0 121.063696 31.7962
2017-02-13 09:27:30 0 121.063666 31.79621
2017-02-13 09:28:01 0 121.063626 31.796203
2017-02-13 09:28:09 0 121.063625 31.796193
2017-02-13 09:28:20 0 121.06363 31.796191
2017-02-13 09:28:29 0 121.063638 31.796196
2017-02-13 09:28:50 0 121.063653 31.796206
2017-02-13 09:29:01 0 121.063636 31.796223
2017-02-13 09:29:10 0 121.063633 31.796223
2017-02-13 09:30:02 0 121.063681 31.796233
2017-02-13 09:30:10 0 121.06368 31.796223
2017-02-13 09:30:20 0 121.063685 31.796221
2017-02-13 09:30:29 0 121.063696 31.79622
2017-02-13 09:30:39 0 121.063688 31.796218
2017-02-13 09:30:50 0 121.063671 31.796225
2017-02-13 09:31:30 0 121.063678 31.796245
2017-02-13 09:31:40 0 121.06366 31.796253
2017-02-13 09:31:50 0 121.063653 31.796248
2017-02-13 09:32:00 0 121.063651 31.796235
2017-02-13 09:32:11 0 121.063633 31.796231
2017-02-13 09:32:20 0 121.063653 31.796236
2017-02-13 09:32:40 0 121.063653 31.796236
2017-02-13 09:32:51 0 121.06367 31.796231
2017-02-13 09:33:01 0 121.063676 31.796216
2017-02-13 09:33:10 0 121.063685 31.796218
2017-02-13 09:33:29 0 121.063696 31.796231
2017-02-13 09:34:01 0 121.063701 31.796241
2017-02-13 09:34:10 0 121.063693 31.796241
2017-02-13 09:34:29 0 121.063691 31.796238
2017-02-13 09:34:41 0 121.06369 31.796231
2017-02-13 09:34:51 0 121.063685 31.796215
2017-02-13 09:35:01 0 121.06368 31.796226
2017-02-13 09:35:10 0 121.063673 31.79623
2017-02-13 09:35:28 0 121.063698 31.796218
2017-02-13 09:35:40 0 121.063713 31.796235
2017-02-13 09:35:51 0 121.063723 31.79625
2017-02-13 09:36:10 0 121.063741 31.79621
2017-02-13 09:36:21 0 121.063755 31.796216
2017-02-13 09:36:29 0 121.063746 31.796226
2017-02-13 09:36:39 0 121.063728 31.796238
2017-02-13 09:37:02 0 121.063696 31.796218
2017-02-13 09:37:21 0 121.063651 31.796188
2017-02-13 09:37:40 0 121.063653 31.796188
2017-02-13 09:37:50 0 121.06365 31.796193
2017-02-13 09:37:59 0 121.063656 31.7962
2017-02-13 09:38:21 0 121.063676 31.796186
2017-02-13 09:38:30 0 121.06368 31.79619
2017-02-13 09:38:39 0 121.063671 31.796198
2017-02-13 09:38:51 0 121.063665 31.79623
2017-02-13 09:39:00 0 121.063651 31.796223
2017-02-13 09:39:09 0 121.063645 31.796213
2017-02-13 09:39:30 0 121.063653 31.796193
2017-02-13 09:39:40 0 121.063653 31.796191
2017-02-13 09:39:51 0 121.063661 31.796201
2017-02-13 09:40:00 0 121.063661 31.7962
2017-02-13 09:40:10 0 121.063655 31.7962
2017-02-13 09:40:20 0 121.063658 31.796196
2017-02-13 09:41:09 0 121.063651 31.796236
2017-02-13 09:41:50 0 121.063676 31.796246
2017-02-13 09:42:09 0 121.063646 31.796235
2017-02-13 09:42:19 0 121.063648 31.79624
2017-02-13 09:42:29 0 121.063645 31.79624
